participant,id,response,time,group,condition,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,stimulus_size,stimulus_price,confidence_on_semantic
17,sp_filler_2,5,1.371,1,unimodal,,acceptable,filler,spring,,,,,,,4
17,sp_filler_3,5,2.548,1,unimodal,,acceptable,filler,spring,,,,,,,4
17,sp_filler_4,4,3.382,1,unimodal,,questionable,filler,spring,,,,,,,4
17,sp_filler_5,1,2.406,1,unimodal,,questionable,filler,spring,,,,,,,4
17,sp_filler_6,5,1.708,1,unimodal,,acceptable,filler,spring,,,,,,,4
17,sp_filler_7,2,2.221,1,unimodal,,questionable,filler,spring,,,,,,,4
17,sp_filler_8,1,2.257,1,unimodal,,unacceptable,filler,spring,,,,,,,4
17,sp_filler_9,5,3.022,1,unimodal,,acceptable,filler,spring,,,,,,,4
17,sp_filler_10,2,1.881,1,unimodal,,unacceptable,filler,spring,,,,,,,4
18,bl_test_1,5,4.714,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,4
18,bl_test_2,4,3.265,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,4
18,bl_test_3,3,2.775,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,4
18,bl_test_4,5,2.752,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,4
18,bl_test_5,4,2.81,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,4
18,bl_test_6,3,2.258,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,4
18,bl_test_7,5,2.805,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,4
18,bl_test_8,2,2.457,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,4
18,sp_test_1,4,13.92,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5
18,sp_test_2,5,5.1,2,bimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5
18,sp_test_3,4,2.154,2,bimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5
18,sp_test_4,5,2.91,2,bimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5
18,sp_test_5,4,2.238,2,bimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5
18,sp_test_6,5,2.113,2,bimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5
18,sp_test_7,3,5.569,2,bimodal,metal long,,test,spring,long,metal,absolute,second,,,5
18,sp_test_8,2,4.043,2,bimodal,long metal,,test,spring,long,metal,absolute,first,,,5
18,bl_filler_1,2,2.433,2,unimodal,,questionable,filler,ball,,,,,,,4
18,bl_filler_2,1,2.701,2,unimodal,,questionable,filler,ball,,,,,,,4
18,bl_filler_3,4,1.924,2,unimodal,,acceptable,filler,ball,,,,,,,4
18,bl_filler_4,5,1.929,2,unimodal,,acceptable,filler,ball,,,,,,,4
18,bl_filler_5,5,2.554,2,unimodal,,acceptable,filler,ball,,,,,,,4
18,bl_filler_6,1,2.374,2,unimodal,,unacceptable,filler,ball,,,,,,,4
18,bl_filler_7,2,3.303,2,unimodal,,questionable,filler,ball,,,,,,,4
18,bl_filler_8,2,5.186,2,unimodal,,questionable,filler,ball,,,,,,,4
18,bl_filler_9,1,3.441,2,unimodal,,unacceptable,filler,ball,,,,,,,4
18,bl_filler_10,5,2.213,2,unimodal,,acceptable,filler,ball,,,,,,,4
18,sp_filler_1,3,2.2,2,bimodal,,questionable,filler,spring,,,,,,,5
18,sp_filler_2,4,1.874,2,bimodal,,acceptable,filler,spring,,,,,,,5
18,sp_filler_3,5,2.584,2,bimodal,,acceptable,filler,spring,,,,,,,5
18,sp_filler_4,2,2.484,2,bimodal,,questionable,filler,spring,,,,,,,5
18,sp_filler_5,2,2.037,2,bimodal,,questionable,filler,spring,,,,,,,5
18,sp_filler_6,5,1.9,2,bimodal,,acceptable,filler,spring,,,,,,,5
18,sp_filler_7,2,1.98,2,bimodal,,questionable,filler,spring,,,,,,,5
18,sp_filler_8,1,2.24,2,bimodal,,unacceptable,filler,spring,,,,,,,5
18,sp_filler_9,5,2.576,2,bimodal,,acceptable,filler,spring,,,,,,,5
18,sp_filler_10,1,1.938,2,bimodal,,unacceptable,filler,spring,,,,,,,5
19,bl_test_1,4,4.804,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,3
19,bl_test_2,2,6.176,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,3
19,bl_test_3,2,3.401,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,3
19,bl_test_4,4,5.265,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,3
19,bl_test_5,4,17.49,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,3
19,bl_test_6,4,3.176,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,3
19,bl_test_7,4,4.643,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,3
19,bl_test_8,2,2.898,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,3
19,sp_test_1,4,57.381,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,3
19,sp_test_2,4,7.737,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,3
19,sp_test_3,1,8.856,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,3
19,sp_test_4,4,2.595,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,3
19,sp_test_5,4,3.395,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,3
19,sp_test_6,4,3.278,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,3
19,sp_test_7,1,19.911,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,3
19,sp_test_8,4,9.233,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,3
19,bl_filler_1,3,7.326,1,bimodal,,questionable,filler,ball,,,,,,,3
19,bl_filler_2,2,4.517,1,bimodal,,questionable,filler,ball,,,,,,,3
19,bl_filler_3,4,4.364,1,bimodal,,acceptable,filler,ball,,,,,,,3
19,bl_filler_4,4,5.592,1,bimodal,,acceptable,filler,ball,,,,,,,3
19,bl_filler_5,4,3.291,1,bimodal,,acceptable,filler,ball,,,,,,,3
19,bl_filler_6,1,2.865,1,bimodal,,unacceptable,filler,ball,,,,,,,3
19,bl_filler_7,3,4.381,1,bimodal,,questionable,filler,ball,,,,,,,3
19,bl_filler_8,3,5.618,1,bimodal,,questionable,filler,ball,,,,,,,3
19,bl_filler_9,1,4.944,1,bimodal,,unacceptable,filler,ball,,,,,,,3
19,bl_filler_10,4,3.095,1,bimodal,,acceptable,filler,ball,,,,,,,3
19,sp_filler_1,4,4.553,1,unimodal,,questionable,filler,spring,,,,,,,3
19,sp_filler_2,4,3.617,1,unimodal,,acceptable,filler,spring,,,,,,,3
19,sp_filler_3,4,3.785,1,unimodal,,acceptable,filler,spring,,,,,,,3
19,sp_filler_4,3,4.03,1,unimodal,,questionable,filler,spring,,,,,,,3
19,sp_filler_5,3,2.884,1,unimodal,,questionable,filler,spring,,,,,,,3
19,sp_filler_6,4,68.155,1,unimodal,,acceptable,filler,spring,,,,,,,3
19,sp_filler_7,4,7.73,1,unimodal,,questionable,filler,spring,,,,,,,3
19,sp_filler_8,1,3.433,1,unimodal,,unacceptable,filler,spring,,,,,,,3
19,sp_filler_9,4,21.449,1,unimodal,,acceptable,filler,spring,,,,,,,3
19,sp_filler_10,1,2.753,1,unimodal,,unacceptable,filler,spring,,,,,,,3
20,bl_test_1,4,1.277,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,4
20,bl_test_2,4,1.172,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,4
20,bl_test_3,2,3.608,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,4
20,bl_test_4,4,6.2,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,4
20,bl_test_5,4,11.993,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,4
20,bl_test_6,4,0.881,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,4
20,bl_test_7,3,7.667,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,4
20,bl_test_8,2,3.895,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,4
20,sp_test_1,4,1.197,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5
20,sp_test_2,2,2.436,2,bimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5
20,sp_test_3,3,3.441,2,bimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5
20,sp_test_4,3,1.807,2,bimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5
20,sp_test_5,4,3.05,2,bimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5
20,sp_test_6,4,2.928,2,bimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5
20,sp_test_7,4,2.564,2,bimodal,metal long,,test,spring,long,metal,absolute,second,,,5
20,sp_test_8,1,5.416,2,bimodal,long metal,,test,spring,long,metal,absolute,first,,,5
20,bl_filler_1,3,4.411,2,unimodal,,questionable,filler,ball,,,,,,,4
20,bl_filler_2,1,1.725,2,unimodal,,questionable,filler,ball,,,,,,,4
20,bl_filler_3,4,1.716,2,unimodal,,acceptable,filler,ball,,,,,,,4
20,bl_filler_4,5,11.505,2,unimodal,,acceptable,filler,ball,,,,,,,4
20,bl_filler_5,5,2.612,2,unimodal,,acceptable,filler,ball,,,,,,,4
20,bl_filler_6,1,2.943,2,unimodal,,unacceptable,filler,ball,,,,,,,4
20,bl_filler_7,1,1.689,2,unimodal,,questionable,filler,ball,,,,,,,4
20,bl_filler_8,1,2.487,2,unimodal,,questionable,filler,ball,,,,,,,4
20,bl_filler_9,4,4.197,2,unimodal,,unacceptable,filler,ball,,,,,,,4
20,bl_filler_10,5,6.091,2,unimodal,,acceptable,filler,ball,,,,,,,4
20,sp_filler_1,2,4.402,2,bimodal,,questionable,filler,spring,,,,,,,5
20,sp_filler_2,4,2.271,2,bimodal,,acceptable,filler,spring,,,,,,,5
20,sp_filler_3,4,1.565,2,bimodal,,acceptable,filler,spring,,,,,,,5
20,sp_filler_4,4,2.497,2,bimodal,,questionable,filler,spring,,,,,,,5
20,sp_filler_5,1,2.057,2,bimodal,,questionable,filler,spring,,,,,,,5
20,sp_filler_6,4,1.221,2,bimodal,,acceptable,filler,spring,,,,,,,5
20,sp_filler_7,1,1.938,2,bimodal,,questionable,filler,spring,,,,,,,5
20,sp_filler_8,1,2.006,2,bimodal,,unacceptable,filler,spring,,,,,,,5
20,sp_filler_9,4,2.41,2,bimodal,,acceptable,filler,spring,,,,,,,5
20,sp_filler_10,1,2.414,2,bimodal,,unacceptable,filler,spring,,,,,,,5
21,bl_test_1,4,9.285,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,4
21,bl_test_2,5,2.223,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,4
21,bl_test_3,4,2.447,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,4
21,bl_test_4,5,1.89,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,4
21,bl_test_5,3,4.6,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,4
21,bl_test_6,3,2.561,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,4
21,bl_test_7,5,2.721,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,4
21,bl_test_8,2,3.904,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,4
21,sp_test_1,4,4.53,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5
21,sp_test_2,3,2.627,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5
21,sp_test_3,3,5.375,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5
21,sp_test_4,5,2.212,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5
21,sp_test_5,4,5.625,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5
21,sp_test_6,4,6.525,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5
21,sp_test_7,4,9.389,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,5
21,sp_test_8,1,3.601,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,5
21,bl_filler_1,3,4.592,1,bimodal,,questionable,filler,ball,,,,,,,4
21,bl_filler_2,3,6.105,1,bimodal,,questionable,filler,ball,,,,,,,4
21,bl_filler_3,5,2.8,1,bimodal,,acceptable,filler,ball,,,,,,,4
21,bl_filler_4,5,3.082,1,bimodal,,acceptable,filler,ball,,,,,,,4
21,bl_filler_5,5,1.713,1,bimodal,,acceptable,filler,ball,,,,,,,4
21,bl_filler_6,1,2.321,1,bimodal,,unacceptable,filler,ball,,,,,,,4
21,bl_filler_7,1,1.838,1,bimodal,,questionable,filler,ball,,,,,,,4
21,bl_filler_8,1,2.032,1,bimodal,,questionable,filler,ball,,,,,,,4
21,bl_filler_9,1,2.91,1,bimodal,,unacceptable,filler,ball,,,,,,,4
21,bl_filler_10,5,2.673,1,bimodal,,acceptable,filler,ball,,,,,,,4
21,sp_filler_1,5,2.777,1,unimodal,,questionable,filler,spring,,,,,,,5
21,sp_filler_2,5,1.931,1,unimodal,,acceptable,filler,spring,,,,,,,5
21,sp_filler_3,5,1.719,1,unimodal,,acceptable,filler,spring,,,,,,,5
21,sp_filler_4,3,4.215,1,unimodal,,questionable,filler,spring,,,,,,,5
21,sp_filler_5,3,2.985,1,unimodal,,questionable,filler,spring,,,,,,,5
21,sp_filler_6,5,2.457,1,unimodal,,acceptable,filler,spring,,,,,,,5
21,sp_filler_7,1,1.843,1,unimodal,,questionable,filler,spring,,,,,,,5
21,sp_filler_8,5,1.901,1,unimodal,,unacceptable,filler,spring,,,,,,,5
21,sp_filler_9,5,6.179,1,unimodal,,acceptable,filler,spring,,,,,,,5
21,sp_filler_10,1,2.027,1,unimodal,,unacceptable,filler,spring,,,,,,,5
22,bl_test_1,5,3.714,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5
22,bl_test_2,3,17.067,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5
22,bl_test_3,3,2.871,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,5
22,bl_test_4,5,1.867,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,5
22,bl_test_5,5,2.832,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5
22,bl_test_6,2,2.936,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5
22,bl_test_7,5,12.359,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5
22,bl_test_8,2,1.911,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5
22,sp_test_1,5,20.414,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5
22,sp_test_2,3,6.273,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5
22,sp_test_3,2,2.064,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5
22,sp_test_4,5,4.601,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5
22,sp_test_5,4,4.963,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5
22,sp_test_6,5,29.216,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5
22,sp_test_7,3,2.25,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,5
22,sp_test_8,1,6.558,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,5
22,bl_filler_1,5,1.757,1,bimodal,,questionable,filler,ball,,,,,,,5
22,bl_filler_2,1,1.826,1,bimodal,,questionable,filler,ball,,,,,,,5
22,bl_filler_3,5,1.6,1,bimodal,,acceptable,filler,ball,,,,,,,5
22,bl_filler_4,5,1.803,1,bimodal,,acceptable,filler,ball,,,,,,,5
22,bl_filler_5,5,62.252,1,bimodal,,acceptable,filler,ball,,,,,,,5
22,bl_filler_6,1,1.689,1,bimodal,,unacceptable,filler,ball,,,,,,,5
22,bl_filler_7,1,1.588,1,bimodal,,questionable,filler,ball,,,,,,,5
22,bl_filler_8,1,2.503,1,bimodal,,questionable,filler,ball,,,,,,,5
22,bl_filler_9,1,2.691,1,bimodal,,unacceptable,filler,ball,,,,,,,5
22,bl_filler_10,5,28.33,1,bimodal,,acceptable,filler,ball,,,,,,,5
22,sp_filler_1,4,3.02,1,unimodal,,questionable,filler,spring,,,,,,,5
22,sp_filler_2,5,3.371,1,unimodal,,acceptable,filler,spring,,,,,,,5
22,sp_filler_3,5,1.667,1,unimodal,,acceptable,filler,spring,,,,,,,5
22,sp_filler_4,4,3.766,1,unimodal,,questionable,filler,spring,,,,,,,5
22,sp_filler_5,1,2.404,1,unimodal,,questionable,filler,spring,,,,,,,5
22,sp_filler_6,5,1.929,1,unimodal,,acceptable,filler,spring,,,,,,,5
22,sp_filler_7,2,2.539,1,unimodal,,questionable,filler,spring,,,,,,,5
22,sp_filler_8,1,1.675,1,unimodal,,unacceptable,filler,spring,,,,,,,5
22,sp_filler_9,5,1.855,1,unimodal,,acceptable,filler,spring,,,,,,,5
22,sp_filler_10,1,1.5,1,unimodal,,unacceptable,filler,spring,,,,,,,5
23,bl_test_1,3,6.242,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,4
23,bl_test_2,4,3.159,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,4
23,bl_test_3,3,2.427,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,4
23,bl_test_4,4,2.357,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,4
23,bl_test_5,4,2.248,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,4
23,bl_test_6,2,5.682,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,4
23,bl_test_7,4,34.434,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,4
23,bl_test_8,3,2.693,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,4
23,sp_test_1,3,50.271,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,4
23,sp_test_2,3,3.125,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,4
23,sp_test_3,4,3.709,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,4
23,sp_test_4,4,3.48,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,4
23,sp_test_5,4,2.021,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,4
23,sp_test_6,4,3.001,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,4
23,sp_test_7,3,3.685,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,4
23,sp_test_8,3,149.96,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,4
23,bl_filler_1,1,2.473,1,bimodal,,questionable,filler,ball,,,,,,,4
23,bl_filler_2,1,3.722,1,bimodal,,questionable,filler,ball,,,,,,,4
23,bl_filler_3,4,9.664,1,bimodal,,acceptable,filler,ball,,,,,,,4
23,bl_filler_4,4,4.467,1,bimodal,,acceptable,filler,ball,,,,,,,4
23,bl_filler_5,4,7.271,1,bimodal,,acceptable,filler,ball,,,,,,,4
23,bl_filler_6,1,2.108,1,bimodal,,unacceptable,filler,ball,,,,,,,4
23,bl_filler_7,1,2.447,1,bimodal,,questionable,filler,ball,,,,,,,4
23,bl_filler_8,1,3.244,1,bimodal,,questionable,filler,ball,,,,,,,4
23,bl_filler_9,1,52.334,1,bimodal,,unacceptable,filler,ball,,,,,,,4
23,bl_filler_10,4,3.321,1,bimodal,,acceptable,filler,ball,,,,,,,4
23,sp_filler_1,2,7.782,1,unimodal,,questionable,filler,spring,,,,,,,4
23,sp_filler_2,4,2.826,1,unimodal,,acceptable,filler,spring,,,,,,,4
23,sp_filler_3,4,3.889,1,unimodal,,acceptable,filler,spring,,,,,,,4
23,sp_filler_4,3,6.0,1,unimodal,,questionable,filler,spring,,,,,,,4
23,sp_filler_5,1,3.566,1,unimodal,,questionable,filler,spring,,,,,,,4
23,sp_filler_6,4,4.469,1,unimodal,,acceptable,filler,spring,,,,,,,4
23,sp_filler_7,1,2.384,1,unimodal,,questionable,filler,spring,,,,,,,4
23,sp_filler_8,3,3.937,1,unimodal,,unacceptable,filler,spring,,,,,,,4
23,sp_filler_9,4,9.411,1,unimodal,,acceptable,filler,spring,,,,,,,4
23,sp_filler_10,1,3.026,1,unimodal,,unacceptable,filler,spring,,,,,,,4
24,bl_test_1,5,2.446,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,4
24,bl_test_2,2,4.779,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,4
24,bl_test_3,2,7.101,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,4
24,bl_test_4,5,2.848,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,4
24,bl_test_5,5,7.021,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,4
24,bl_test_6,3,5.122,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,4
24,bl_test_7,5,2.523,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,4
24,bl_test_8,3,3.962,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,4
24,sp_test_1,5,4.87,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,4
24,sp_test_2,4,6.973,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,4
24,sp_test_3,3,3.852,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,4
24,sp_test_4,5,9.381,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,4
24,sp_test_5,3,5.172,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,4
24,sp_test_6,5,3.235,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,4
24,sp_test_7,1,12.318,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,4
24,sp_test_8,5,4.225,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,4
24,bl_filler_1,4,7.942,1,bimodal,,questionable,filler,ball,,,,,,,4
24,bl_filler_2,4,8.745,1,bimodal,,questionable,filler,ball,,,,,,,4
24,bl_filler_3,5,4.289,1,bimodal,,acceptable,filler,ball,,,,,,,4
24,bl_filler_4,5,2.916,1,bimodal,,acceptable,filler,ball,,,,,,,4
24,bl_filler_5,5,2.187,1,bimodal,,acceptable,filler,ball,,,,,,,4
24,bl_filler_6,1,2.914,1,bimodal,,unacceptable,filler,ball,,,,,,,4
24,bl_filler_7,2,5.29,1,bimodal,,questionable,filler,ball,,,,,,,4
24,bl_filler_8,3,4.753,1,bimodal,,questionable,filler,ball,,,,,,,4
24,bl_filler_9,1,5.082,1,bimodal,,unacceptable,filler,ball,,,,,,,4
24,bl_filler_10,5,3.361,1,bimodal,,acceptable,filler,ball,,,,,,,4
24,sp_filler_1,5,1.987,1,unimodal,,questionable,filler,spring,,,,,,,4
24,sp_filler_2,5,4.701,1,unimodal,,acceptable,filler,spring,,,,,,,4
24,sp_filler_3,5,20.833,1,unimodal,,acceptable,filler,spring,,,,,,,4
24,sp_filler_4,4,2.97,1,unimodal,,questionable,filler,spring,,,,,,,4
24,sp_filler_5,4,2.307,1,unimodal,,questionable,filler,spring,,,,,,,4
24,sp_filler_6,5,1.776,1,unimodal,,acceptable,filler,spring,,,,,,,4
24,sp_filler_7,3,3.54,1,unimodal,,questionable,filler,spring,,,,,,,4
24,sp_filler_8,1,1.807,1,unimodal,,unacceptable,filler,spring,,,,,,,4
24,sp_filler_9,5,2.084,1,unimodal,,acceptable,filler,spring,,,,,,,4
24,sp_filler_10,1,2.717,1,unimodal,,unacceptable,filler,spring,,,,,,,4
25,bl_test_1,4,6.402,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5
25,bl_test_2,3,5.068,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5
25,bl_test_3,4,2.642,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,5
25,bl_test_4,4,6.302,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,5
25,bl_test_5,4,4.701,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5
25,bl_test_6,5,6.802,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5
25,bl_test_7,4,2.802,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5
25,bl_test_8,4,4.4,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5
25,sp_test_1,4,3.901,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5
25,sp_test_2,5,5.103,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5
25,sp_test_3,4,3.9,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5
25,sp_test_4,4,2.802,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5
25,sp_test_5,5,5.801,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5
25,sp_test_6,4,4.756,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5
25,sp_test_7,2,11.489,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,5
25,sp_test_8,5,3.501,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,5
25,bl_filler_1,3,8.901,1,bimodal,,questionable,filler,ball,,,,,,,5
25,bl_filler_2,1,9.489,1,bimodal,,questionable,filler,ball,,,,,,,5
25,bl_filler_3,5,16.103,1,bimodal,,acceptable,filler,ball,,,,,,,5
25,bl_filler_4,4,4.702,1,bimodal,,acceptable,filler,ball,,,,,,,5
25,bl_filler_5,4,4.68,1,bimodal,,acceptable,filler,ball,,,,,,,5
25,bl_filler_6,1,2.584,1,bimodal,,unacceptable,filler,ball,,,,,,,5
25,bl_filler_7,1,20.802,1,bimodal,,questionable,filler,ball,,,,,,,5
25,bl_filler_8,4,3.899,1,bimodal,,questionable,filler,ball,,,,,,,5
25,bl_filler_9,2,12.856,1,bimodal,,unacceptable,filler,ball,,,,,,,5
25,bl_filler_10,5,3.889,1,bimodal,,acceptable,filler,ball,,,,,,,5
25,sp_filler_1,4,6.586,1,unimodal,,questionable,filler,spring,,,,,,,5
25,sp_filler_2,4,2.216,1,unimodal,,acceptable,filler,spring,,,,,,,5
25,sp_filler_3,4,4.692,1,unimodal,,acceptable,filler,spring,,,,,,,5
25,sp_filler_4,1,16.581,1,unimodal,,questionable,filler,spring,,,,,,,5
25,sp_filler_5,2,12.0,1,unimodal,,questionable,filler,spring,,,,,,,5
25,sp_filler_6,5,4.302,1,unimodal,,acceptable,filler,spring,,,,,,,5
25,sp_filler_7,4,6.397,1,unimodal,,questionable,filler,spring,,,,,,,5
25,sp_filler_8,1,4.202,1,unimodal,,unacceptable,filler,spring,,,,,,,5
25,sp_filler_9,4,9.082,1,unimodal,,acceptable,filler,spring,,,,,,,5
25,sp_filler_10,1,7.103,1,unimodal,,unacceptable,filler,spring,,,,,,,5
26,bl_test_1,5,2.916,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5
26,bl_test_2,5,5.301,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5
26,bl_test_3,1,7.797,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,5
26,bl_test_4,5,6.0,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,5
26,bl_test_5,4,7.522,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5
26,bl_test_6,5,2.923,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5
26,bl_test_7,5,3.501,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5
26,bl_test_8,5,6.271,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5
26,sp_test_1,5,3.69,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5
