experiment,participant,id,response,time,group,condition,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,stimulus_size,stimulus_price,confidence_on_semantic,disagreement_on_adj_target,disagreement_on_adj_secondary
2,204,time_total,,468.0,2,,,,meta,,,,,,,,,,
2,204,time_tv,,53.014,2,unimodal,,,meta,,,,,,,,,,
2,204,time_couch,,49.956,2,bimodal,,,meta,,,,,,,,,,
2,205,time_total,,645.0,1,,,,meta,,,,,,,,,,
2,205,time_tv,,101.617,1,bimodal,,,meta,,,,,,,,,,
2,205,time_couch,,72.403,1,unimodal,,,meta,,,,,,,,,,
2,206,time_total,,664.0,2,,,,meta,,,,,,,,,,
2,206,time_tv,,78.336,2,unimodal,,,meta,,,,,,,,,,
2,206,time_couch,,62.194,2,bimodal,,,meta,,,,,,,,,,
2,207,time_total,,709.0,1,,,,meta,,,,,,,,,,
2,207,time_tv,,105.114,1,bimodal,,,meta,,,,,,,,,,
2,207,time_couch,,91.472,1,unimodal,,,meta,,,,,,,,,,
2,208,time_total,,542.0,1,,,,meta,,,,,,,,,,
2,208,time_tv,,85.795,1,bimodal,,,meta,,,,,,,,,,
2,208,time_couch,,71.385,1,unimodal,,,meta,,,,,,,,,,
2,209,time_total,,591.0,1,,,,meta,,,,,,,,,,
2,209,time_tv,,85.971,1,bimodal,,,meta,,,,,,,,,,
2,209,time_couch,,89.306,1,unimodal,,,meta,,,,,,,,,,
2,210,time_total,,702.0,2,,,,meta,,,,,,,,,,
2,210,time_tv,,159.759,2,unimodal,,,meta,,,,,,,,,,
2,210,time_couch,,73.074,2,bimodal,,,meta,,,,,,,,,,
2,211,time_total,,921.0,1,,,,meta,,,,,,,,,,
2,211,time_tv,,118.011,1,bimodal,,,meta,,,,,,,,,,
2,211,time_couch,,112.615,1,unimodal,,,meta,,,,,,,,,,
2,212,time_total,,663.0,2,,,,meta,,,,,,,,,,
2,212,time_tv,,105.986,2,unimodal,,,meta,,,,,,,,,,
2,212,time_couch,,128.081,2,bimodal,,,meta,,,,,,,,,,
2,213,time_total,,783.0,1,,,,meta,,,,,,,,,,
2,213,time_tv,,189.317,1,bimodal,,,meta,,,,,,,,,,
2,213,time_couch,,110.397,1,unimodal,,,meta,,,,,,,,,,
2,214,time_total,,586.0,1,,,,meta,,,,,,,,,,
2,214,time_tv,,106.301,1,bimodal,,,meta,,,,,,,,,,
2,214,time_couch,,85.621,1,unimodal,,,meta,,,,,,,,,,
2,215,time_total,,695.0,2,,,,meta,,,,,,,,,,
2,215,time_tv,,121.485,2,unimodal,,,meta,,,,,,,,,,
2,215,time_couch,,83.078,2,bimodal,,,meta,,,,,,,,,,
2,218,time_total,,1652.0,1,,,,meta,,,,,,,,,,
2,218,time_tv,,1241.167,1,bimodal,,,meta,,,,,,,,,,
2,218,time_couch,,50.901,1,unimodal,,,meta,,,,,,,,,,
2,219,time_total,,1958.0,2,,,,meta,,,,,,,,,,
2,219,time_tv,,166.875,2,unimodal,,,meta,,,,,,,,,,
2,219,time_couch,,106.01,2,bimodal,,,meta,,,,,,,,,,
2,220,time_total,,438.0,2,,,,meta,,,,,,,,,,
2,220,time_tv,,76.897,2,unimodal,,,meta,,,,,,,,,,
2,220,time_couch,,56.1,2,bimodal,,,meta,,,,,,,,,,
2,221,time_total,,420.0,1,,,,meta,,,,,,,,,,
2,221,time_tv,,60.046,1,bimodal,,,meta,,,,,,,,,,
2,221,time_couch,,51.354,1,unimodal,,,meta,,,,,,,,,,
2,223,time_total,,432.0,2,,,,meta,,,,,,,,,,
2,223,time_tv,,53.253,2,unimodal,,,meta,,,,,,,,,,
2,223,time_couch,,64.532,2,bimodal,,,meta,,,,,,,,,,
2,224,time_total,,513.0,1,,,,meta,,,,,,,,,,
2,224,time_tv,,77.209,1,bimodal,,,meta,,,,,,,,,,
2,224,time_couch,,72.95,1,unimodal,,,meta,,,,,,,,,,
2,226,time_total,,547.0,1,,,,meta,,,,,,,,,,
2,226,time_tv,,84.484,1,bimodal,,,meta,,,,,,,,,,
2,226,time_couch,,58.873,1,unimodal,,,meta,,,,,,,,,,
2,227,time_total,,558.0,2,,,,meta,,,,,,,,,,
2,227,time_tv,,76.753,2,unimodal,,,meta,,,,,,,,,,
2,227,time_couch,,98.888,2,bimodal,,,meta,,,,,,,,,,
2,228,time_total,,608.0,1,,,,meta,,,,,,,,,,
2,228,time_tv,,113.355,1,bimodal,,,meta,,,,,,,,,,
2,228,time_couch,,79.198,1,unimodal,,,meta,,,,,,,,,,
2,229,time_total,,677.0,2,,,,meta,,,,,,,,,,
2,229,time_tv,,118.95,2,unimodal,,,meta,,,,,,,,,,
2,229,time_couch,,88.48,2,bimodal,,,meta,,,,,,,,,,
2,230,time_total,,847.0,1,,,,meta,,,,,,,,,,
2,230,time_tv,,87.844,1,bimodal,,,meta,,,,,,,,,,
2,230,time_couch,,102.109,1,unimodal,,,meta,,,,,,,,,,
2,231,time_total,,961.0,1,,,,meta,,,,,,,,,,
2,231,time_tv,,97.415,1,bimodal,,,meta,,,,,,,,,,
2,231,time_couch,,123.607,1,unimodal,,,meta,,,,,,,,,,
3,301,bl_test_1,5,4.204,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5,0.11857142857142855,0.18714285714285708
3,301,bl_test_2,5,5.203,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5,0.11857142857142855,0.18714285714285708
3,301,bl_test_3,4,6.872,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,5,0.11857142857142855,
3,301,bl_test_4,5,3.215,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,5,0.11857142857142855,
3,301,bl_test_5,4,4.319,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5,0.11857142857142855,
3,301,bl_test_6,5,4.735,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5,0.11857142857142855,
3,301,bl_test_7,5,2.614,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5,0.11857142857142855,
3,301,bl_test_8,3,6.341,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5,0.11857142857142855,
3,301,sp_test_1,5,1.967,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5,0.1842857142857143,0.14428571428571427
3,301,sp_test_2,5,4.581,2,bimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5,0.1842857142857143,0.14428571428571427
3,301,sp_test_3,3,5.638,2,bimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5,0.1842857142857143,
3,301,sp_test_4,5,2.849,2,bimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5,0.1842857142857143,
3,301,sp_test_5,5,4.333,2,bimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5,0.1842857142857143,
3,301,sp_test_6,5,2.619,2,bimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5,0.1842857142857143,
3,301,sp_test_7,1,3.856,2,bimodal,metal long,,test,spring,long,metal,absolute,second,,,5,0.1842857142857143,
3,301,sp_test_8,5,8.674,2,bimodal,long metal,,test,spring,long,metal,absolute,first,,,5,0.1842857142857143,
3,301,bl_filler_1,5,2.837,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,301,bl_filler_2,1,4.457,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,301,bl_filler_3,5,2.775,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,301,bl_filler_4,5,2.532,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,301,bl_filler_5,5,3.476,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,301,bl_filler_6,1,3.072,2,unimodal,,unacceptable,filler,ball,,,,,,,5,,
3,301,bl_filler_7,3,4.382,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,301,bl_filler_8,3,3.627,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,301,bl_filler_9,1,4.152,2,unimodal,,unacceptable,filler,ball,,,,,,,5,,
3,301,bl_filler_10,5,3.149,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,301,sp_filler_1,5,5.268,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,301,sp_filler_2,5,2.377,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,301,sp_filler_3,5,2.045,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,301,sp_filler_4,1,2.392,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,301,sp_filler_5,1,2.871,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,301,sp_filler_6,5,2.25,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,301,sp_filler_7,1,2.698,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,301,sp_filler_8,5,2.373,2,bimodal,,unacceptable,filler,spring,,,,,,,5,,
3,301,sp_filler_9,5,21.239,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,301,sp_filler_10,1,3.627,2,bimodal,,unacceptable,filler,spring,,,,,,,5,,
3,302,bl_test_1,5,3.184,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5,0.11857142857142855,0.18714285714285708
3,302,bl_test_2,2,2.55,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5,0.11857142857142855,0.18714285714285708
3,302,bl_test_3,4,3.163,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,5,0.11857142857142855,
3,302,bl_test_4,5,2.501,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,5,0.11857142857142855,
3,302,bl_test_5,4,3.59,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5,0.11857142857142855,
3,302,bl_test_6,2,4.476,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5,0.11857142857142855,
3,302,bl_test_7,5,2.44,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5,0.11857142857142855,
3,302,bl_test_8,1,2.462,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5,0.11857142857142855,
3,302,sp_test_1,5,2.326,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5,0.1842857142857143,0.14428571428571427
3,302,sp_test_2,4,2.849,2,bimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5,0.1842857142857143,0.14428571428571427
3,302,sp_test_3,1,2.315,2,bimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5,0.1842857142857143,
3,302,sp_test_4,5,2.262,2,bimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5,0.1842857142857143,
3,302,sp_test_5,2,2.829,2,bimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5,0.1842857142857143,
3,302,sp_test_6,5,2.454,2,bimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5,0.1842857142857143,
3,302,sp_test_7,1,2.984,2,bimodal,metal long,,test,spring,long,metal,absolute,second,,,5,0.1842857142857143,
3,302,sp_test_8,1,3.961,2,bimodal,long metal,,test,spring,long,metal,absolute,first,,,5,0.1842857142857143,
3,302,bl_filler_1,3,5.663,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,302,bl_filler_2,1,3.021,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,302,bl_filler_3,5,3.175,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,302,bl_filler_4,5,2.704,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,302,bl_filler_5,5,2.771,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,302,bl_filler_6,1,2.399,2,unimodal,,unacceptable,filler,ball,,,,,,,5,,
3,302,bl_filler_7,1,2.114,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,302,bl_filler_8,1,2.457,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,302,bl_filler_9,5,2.918,2,unimodal,,unacceptable,filler,ball,,,,,,,5,,
3,302,bl_filler_10,4,4.897,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,302,sp_filler_1,3,3.35,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,302,sp_filler_2,5,1.802,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,302,sp_filler_3,5,2.577,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,302,sp_filler_4,2,3.416,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,302,sp_filler_5,2,3.614,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,302,sp_filler_6,5,1.916,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,302,sp_filler_7,1,2.361,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,302,sp_filler_8,1,2.446,2,bimodal,,unacceptable,filler,spring,,,,,,,5,,
3,302,sp_filler_9,5,2.232,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,302,sp_filler_10,1,2.533,2,bimodal,,unacceptable,filler,spring,,,,,,,5,,
3,303,bl_test_1,5,3.681,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,4,0.11857142857142855,0.18714285714285708
3,303,bl_test_2,5,6.78,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,4,0.11857142857142855,0.18714285714285708
3,303,bl_test_3,4,4.424,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,4,0.11857142857142855,
3,303,bl_test_4,5,4.362,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,4,0.11857142857142855,
3,303,bl_test_5,5,6.051,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,4,0.11857142857142855,
3,303,bl_test_6,4,8.03,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,4,0.11857142857142855,
3,303,bl_test_7,5,3.088,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,4,0.11857142857142855,
3,303,bl_test_8,4,4.271,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,4,0.11857142857142855,
3,303,sp_test_1,5,3.049,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,4,0.1842857142857143,0.14428571428571427
3,303,sp_test_2,4,4.095,2,bimodal,expensive long,,test,spring,long,expensive,scalar,second,,,4,0.1842857142857143,0.14428571428571427
3,303,sp_test_3,1,4.719,2,bimodal,plastic long,,test,spring,long,plastic,absolute,second,,,4,0.1842857142857143,
3,303,sp_test_4,4,4.277,2,bimodal,long plastic,,test,spring,long,plastic,absolute,first,,,4,0.1842857142857143,
3,303,sp_test_5,5,4.329,2,bimodal,cheap long,,test,spring,long,cheap,scalar,second,,,4,0.1842857142857143,
3,303,sp_test_6,5,5.216,2,bimodal,long cheap,,test,spring,long,cheap,scalar,first,,,4,0.1842857142857143,
3,303,sp_test_7,4,4.471,2,bimodal,metal long,,test,spring,long,metal,absolute,second,,,4,0.1842857142857143,
3,303,sp_test_8,1,5.661,2,bimodal,long metal,,test,spring,long,metal,absolute,first,,,4,0.1842857142857143,
3,303,bl_filler_1,4,4.3,2,unimodal,,questionable,filler,ball,,,,,,,4,,
3,303,bl_filler_2,1,3.982,2,unimodal,,questionable,filler,ball,,,,,,,4,,
3,303,bl_filler_3,5,3.721,2,unimodal,,acceptable,filler,ball,,,,,,,4,,
3,303,bl_filler_4,5,5.483,2,unimodal,,acceptable,filler,ball,,,,,,,4,,
3,303,bl_filler_5,5,2.845,2,unimodal,,acceptable,filler,ball,,,,,,,4,,
3,303,bl_filler_6,1,4.249,2,unimodal,,unacceptable,filler,ball,,,,,,,4,,
3,303,bl_filler_7,4,5.555,2,unimodal,,questionable,filler,ball,,,,,,,4,,
3,303,bl_filler_8,5,3.853,2,unimodal,,questionable,filler,ball,,,,,,,4,,
3,303,bl_filler_9,1,4.477,2,unimodal,,unacceptable,filler,ball,,,,,,,4,,
3,303,bl_filler_10,4,3.316,2,unimodal,,acceptable,filler,ball,,,,,,,4,,
3,303,sp_filler_1,4,10.01,2,bimodal,,questionable,filler,spring,,,,,,,4,,
3,303,sp_filler_2,5,2.128,2,bimodal,,acceptable,filler,spring,,,,,,,4,,
3,303,sp_filler_3,5,6.577,2,bimodal,,acceptable,filler,spring,,,,,,,4,,
3,303,sp_filler_4,3,8.533,2,bimodal,,questionable,filler,spring,,,,,,,4,,
3,303,sp_filler_5,2,6.379,2,bimodal,,questionable,filler,spring,,,,,,,4,,
3,303,sp_filler_6,5,3.793,2,bimodal,,acceptable,filler,spring,,,,,,,4,,
3,303,sp_filler_7,4,3.919,2,bimodal,,questionable,filler,spring,,,,,,,4,,
3,303,sp_filler_8,2,3.996,2,bimodal,,unacceptable,filler,spring,,,,,,,4,,
3,303,sp_filler_9,5,8.549,2,bimodal,,acceptable,filler,spring,,,,,,,4,,
3,303,sp_filler_10,2,7.719,2,bimodal,,unacceptable,filler,spring,,,,,,,4,,
3,304,bl_test_1,4,2.601,2,unimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5,0.11857142857142855,0.18714285714285708
3,304,bl_test_2,3,4.323,2,unimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5,0.11857142857142855,0.18714285714285708
3,304,bl_test_3,3,3.414,2,unimodal,striped big,,test,ball,big,striped,absolute,second,,,5,0.11857142857142855,
3,304,bl_test_4,4,12.787,2,unimodal,big striped,,test,ball,big,striped,absolute,first,,,5,0.11857142857142855,
3,304,bl_test_5,3,5.129,2,unimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5,0.11857142857142855,
3,304,bl_test_6,3,3.648,2,unimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5,0.11857142857142855,
3,304,bl_test_7,3,7.115,2,unimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5,0.11857142857142855,
3,304,bl_test_8,2,3.712,2,unimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5,0.11857142857142855,
3,304,sp_test_1,2,23.169,2,bimodal,long expensive,,test,spring,long,expensive,scalar,first,,,5,0.1842857142857143,0.14428571428571427
3,304,sp_test_2,4,3.875,2,bimodal,expensive long,,test,spring,long,expensive,scalar,second,,,5,0.1842857142857143,0.14428571428571427
3,304,sp_test_3,3,5.906,2,bimodal,plastic long,,test,spring,long,plastic,absolute,second,,,5,0.1842857142857143,
3,304,sp_test_4,5,7.291,2,bimodal,long plastic,,test,spring,long,plastic,absolute,first,,,5,0.1842857142857143,
3,304,sp_test_5,3,4.556,2,bimodal,cheap long,,test,spring,long,cheap,scalar,second,,,5,0.1842857142857143,
3,304,sp_test_6,3,3.141,2,bimodal,long cheap,,test,spring,long,cheap,scalar,first,,,5,0.1842857142857143,
3,304,sp_test_7,3,2.22,2,bimodal,metal long,,test,spring,long,metal,absolute,second,,,5,0.1842857142857143,
3,304,sp_test_8,1,4.972,2,bimodal,long metal,,test,spring,long,metal,absolute,first,,,5,0.1842857142857143,
3,304,bl_filler_1,3,4.703,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,304,bl_filler_2,1,6.465,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,304,bl_filler_3,3,3.495,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,304,bl_filler_4,5,4.548,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,304,bl_filler_5,4,2.915,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,304,bl_filler_6,1,3.544,2,unimodal,,unacceptable,filler,ball,,,,,,,5,,
3,304,bl_filler_7,1,17.104,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,304,bl_filler_8,1,3.171,2,unimodal,,questionable,filler,ball,,,,,,,5,,
3,304,bl_filler_9,1,4.242,2,unimodal,,unacceptable,filler,ball,,,,,,,5,,
3,304,bl_filler_10,5,3.189,2,unimodal,,acceptable,filler,ball,,,,,,,5,,
3,304,sp_filler_1,3,3.767,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,304,sp_filler_2,5,1.475,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,304,sp_filler_3,3,10.645,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,304,sp_filler_4,1,3.939,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,304,sp_filler_5,2,4.667,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,304,sp_filler_6,4,3.089,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,304,sp_filler_7,1,4.747,2,bimodal,,questionable,filler,spring,,,,,,,5,,
3,304,sp_filler_8,1,4.114,2,bimodal,,unacceptable,filler,spring,,,,,,,5,,
3,304,sp_filler_9,4,3.641,2,bimodal,,acceptable,filler,spring,,,,,,,5,,
3,304,sp_filler_10,1,3.665,2,bimodal,,unacceptable,filler,spring,,,,,,,5,,
3,306,bl_test_1,5,1.969,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5,0.17269841269841266,0.13841269841269838
3,306,bl_test_2,5,1.187,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5,0.17269841269841266,0.13841269841269838
3,306,bl_test_3,5,1.4,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,5,0.17269841269841266,
3,306,bl_test_4,5,1.552,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,5,0.17269841269841266,
3,306,bl_test_5,5,2.562,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5,0.17269841269841266,
3,306,bl_test_6,2,2.356,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5,0.17269841269841266,
3,306,bl_test_7,5,1.381,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5,0.17269841269841266,
3,306,bl_test_8,5,1.842,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5,0.17269841269841266,
3,306,sp_test_1,5,1.321,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,4,0.2514285714285714,0.15873015873015867
3,306,sp_test_2,5,3.037,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,4,0.2514285714285714,0.15873015873015867
3,306,sp_test_3,5,1.477,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,4,0.2514285714285714,
3,306,sp_test_4,5,3.35,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,4,0.2514285714285714,
3,306,sp_test_5,5,1.556,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,4,0.2514285714285714,
3,306,sp_test_6,5,1.294,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,4,0.2514285714285714,
3,306,sp_test_7,5,1.51,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,4,0.2514285714285714,
3,306,sp_test_8,5,2.46,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,4,0.2514285714285714,
3,306,bl_filler_1,3,5.707,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,306,bl_filler_2,4,5.039,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,306,bl_filler_3,5,1.442,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,306,bl_filler_4,3,5.046,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,306,bl_filler_5,5,2.268,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,306,bl_filler_6,2,2.749,1,bimodal,,unacceptable,filler,ball,,,,,,,5,,
3,306,bl_filler_7,2,3.665,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,306,bl_filler_8,2,10.079,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,306,bl_filler_9,1,2.746,1,bimodal,,unacceptable,filler,ball,,,,,,,5,,
3,306,bl_filler_10,4,2.534,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,306,sp_filler_1,3,6.148,1,unimodal,,questionable,filler,spring,,,,,,,4,,
3,306,sp_filler_2,5,1.969,1,unimodal,,acceptable,filler,spring,,,,,,,4,,
3,306,sp_filler_3,5,2.076,1,unimodal,,acceptable,filler,spring,,,,,,,4,,
3,306,sp_filler_4,3,3.536,1,unimodal,,questionable,filler,spring,,,,,,,4,,
3,306,sp_filler_5,3,2.605,1,unimodal,,questionable,filler,spring,,,,,,,4,,
3,306,sp_filler_6,5,1.906,1,unimodal,,acceptable,filler,spring,,,,,,,4,,
3,306,sp_filler_7,3,1.96,1,unimodal,,questionable,filler,spring,,,,,,,4,,
3,306,sp_filler_8,1,1.65,1,unimodal,,unacceptable,filler,spring,,,,,,,4,,
3,306,sp_filler_9,5,2.109,1,unimodal,,acceptable,filler,spring,,,,,,,4,,
3,306,sp_filler_10,1,1.723,1,unimodal,,unacceptable,filler,spring,,,,,,,4,,
3,308,bl_test_1,5,2.391,1,bimodal,big expensive,,test,ball,big,expensive,scalar,first,,,5,0.17269841269841266,0.13841269841269838
3,308,bl_test_2,1,3.509,1,bimodal,expensive big,,test,ball,big,expensive,scalar,second,,,5,0.17269841269841266,0.13841269841269838
3,308,bl_test_3,1,2.539,1,bimodal,striped big,,test,ball,big,striped,absolute,second,,,5,0.17269841269841266,
3,308,bl_test_4,5,2.366,1,bimodal,big striped,,test,ball,big,striped,absolute,first,,,5,0.17269841269841266,
3,308,bl_test_5,5,3.079,1,bimodal,big cheap,,test,ball,big,cheap,scalar,first,,,5,0.17269841269841266,
3,308,bl_test_6,1,2.885,1,bimodal,cheap big,,test,ball,big,cheap,scalar,second,,,5,0.17269841269841266,
3,308,bl_test_7,5,2.462,1,bimodal,big plastic,,test,ball,big,plastic,absolute,first,,,5,0.17269841269841266,
3,308,bl_test_8,1,2.928,1,bimodal,plastic big,,test,ball,big,plastic,absolute,second,,,5,0.17269841269841266,
3,308,sp_test_1,5,3.357,1,unimodal,long expensive,,test,spring,long,expensive,scalar,first,,,4,0.2514285714285714,0.15873015873015867
3,308,sp_test_2,2,4.987,1,unimodal,expensive long,,test,spring,long,expensive,scalar,second,,,4,0.2514285714285714,0.15873015873015867
3,308,sp_test_3,1,4.264,1,unimodal,plastic long,,test,spring,long,plastic,absolute,second,,,4,0.2514285714285714,
3,308,sp_test_4,5,3.336,1,unimodal,long plastic,,test,spring,long,plastic,absolute,first,,,4,0.2514285714285714,
3,308,sp_test_5,4,5.937,1,unimodal,cheap long,,test,spring,long,cheap,scalar,second,,,4,0.2514285714285714,
3,308,sp_test_6,5,2.917,1,unimodal,long cheap,,test,spring,long,cheap,scalar,first,,,4,0.2514285714285714,
3,308,sp_test_7,1,2.936,1,unimodal,metal long,,test,spring,long,metal,absolute,second,,,4,0.2514285714285714,
3,308,sp_test_8,5,3.521,1,unimodal,long metal,,test,spring,long,metal,absolute,first,,,4,0.2514285714285714,
3,308,bl_filler_1,3,4.254,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,308,bl_filler_2,1,2.402,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,308,bl_filler_3,5,2.189,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,308,bl_filler_4,5,2.342,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,308,bl_filler_5,5,2.411,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,308,bl_filler_6,1,2.728,1,bimodal,,unacceptable,filler,ball,,,,,,,5,,
3,308,bl_filler_7,1,2.519,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,308,bl_filler_8,1,2.526,1,bimodal,,questionable,filler,ball,,,,,,,5,,
3,308,bl_filler_9,1,3.233,1,bimodal,,unacceptable,filler,ball,,,,,,,5,,
3,308,bl_filler_10,5,2.833,1,bimodal,,acceptable,filler,ball,,,,,,,5,,
3,308,sp_filler_1,2,9.203,1,unimodal,,questionable,filler,spring,,,,,,,4,,
3,308,sp_filler_2,5,2.594,1,unimodal,,acceptable,filler,spring,,,,,,,4,,
3,308,sp_filler_3,5,3.253,1,unimodal,,acceptable,filler,spring,,,,,,,4,,
3,308,sp_filler_4,2,4.963,1,unimodal,,questionable,filler,spring,,,,,,,4,,
3,308,sp_filler_5,1,4.15,1,unimodal,,questionable,filler,spring,,,,,,,4,,
