experiment,participant,preference_for_first_order,mean_acceptability,relative_subjectivity,condition,scenario,adj_target,adj_secondary,adj_secondary_type,confidence_on_semantic,corpus_preference
1,114,1,4.5,,unimodal,tv,big,refurbished,absolute,,
1,115,1,4.5,,unimodal,tv,big,refurbished,absolute,,
1,116,-1,4.5,,unimodal,tv,big,refurbished,absolute,,
1,117,2,3.0,,bimodal,tv,big,refurbished,absolute,,
1,118,0,5.0,,unimodal,tv,big,refurbished,absolute,,
1,119,0,5.0,,unimodal,tv,big,refurbished,absolute,,
1,120,1,4.5,,bimodal,tv,big,refurbished,absolute,,
1,121,1,2.5,,bimodal,tv,big,refurbished,absolute,,
1,122,1,4.5,,unimodal,tv,big,refurbished,absolute,,
1,123,0,4.0,,unimodal,tv,big,refurbished,absolute,,
1,125,0,3.0,,bimodal,tv,big,refurbished,absolute,,
1,127,0,5.0,,unimodal,tv,big,refurbished,absolute,,
1,128,0,5.0,,unimodal,tv,big,refurbished,absolute,,
1,129,0,5.0,,bimodal,tv,big,refurbished,absolute,,
2,201,1,3.5,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,202,0,2.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,4,
2,203,0,1.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,5,
2,204,0,5.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,5,
2,205,1,4.5,0.13895089285714285,bimodal,tv,big,refurbished,absolute,4,
2,206,-1,3.5,0.21251475796930344,unimodal,tv,big,refurbished,absolute,4,
2,207,1,4.5,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,208,1,3.5,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,209,0,5.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,210,3,3.5,0.21251475796930344,unimodal,tv,big,refurbished,absolute,5,
2,211,0,3.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,212,1,4.5,0.21251475796930344,unimodal,tv,big,refurbished,absolute,5,
2,213,0,2.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,214,0,4.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,4,
2,215,0,4.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,5,
2,218,2,4.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,219,1,4.5,0.21251475796930344,unimodal,tv,big,refurbished,absolute,4,
2,220,0,3.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,4,
2,221,0,4.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,223,0,1.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,4,
2,224,0,3.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,3,
2,226,2,4.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,227,0,4.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,5,
2,228,-1,4.5,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,229,0,4.0,0.21251475796930344,unimodal,tv,big,refurbished,absolute,4,
2,230,3,3.5,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
2,231,0,5.0,0.13895089285714285,bimodal,tv,big,refurbished,absolute,5,
