participant,id,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,group,condition,response,time
19,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,2.077
19,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,2,6.498
19,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,4,4.12
19,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,4,4.934
19,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,1,5.463
19,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,5,2.868
19,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,3,6.222
19,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,2.226
19,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,2.276
19,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,1.644
19,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,2.771
19,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.011
19,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,1.906
19,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,5.019
19,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,2.082
19,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,5,2.567
19,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,1.939
19,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,4.628
19,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,4,2.682
19,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,4,3.999
19,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,2.086
19,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,2.199
19,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,1.958
19,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,4.222
19,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,2.967
20,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,4,4.313
20,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,5,3.401
20,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,4,3.601
20,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,5,3.252
20,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,5,2.679
20,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,4,6.256
20,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,5,5.37
20,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,5,2.943
20,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,4,2.764
20,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,5,3.454
20,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,4,4.243
20,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,5,3.855
20,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,5,4.684
20,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,4,5.931
20,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,5,2.927
20,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,4,3.221
20,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,5,3.254
20,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,2,7.889
20,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,5,2.072
20,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,5,2.824
20,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,5,1.703
20,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,5,2.762
20,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,4.17
20,tv_filler_8,,unacceptable,filler,tv,,,,,1,bimodal,1,2.617
20,tv_filler_9,,unacceptable,filler,tv,,,,,1,bimodal,1,9.185
20,tv_filler_10,,acceptable,filler,tv,,,,,1,bimodal,5,4.205
20,ch_filler_1,,questionable,filler,couch,,,,,1,unimodal,5,3.582
20,ch_filler_2,,acceptable,filler,couch,,,,,1,unimodal,5,6.972
20,ch_filler_3,,acceptable,filler,couch,,,,,1,unimodal,5,2.124
20,ch_filler_4,,questionable,filler,couch,,,,,1,unimodal,2,6.345
20,ch_filler_5,,questionable,filler,couch,,,,,1,unimodal,2,3.137
20,ch_filler_6,,acceptable,filler,couch,,,,,1,unimodal,5,4.644
20,ch_filler_7,,unacceptable,filler,couch,,,,,1,unimodal,5,2.38
20,ch_filler_8,,unacceptable,filler,couch,,,,,1,unimodal,1,3.661
20,ch_filler_9,,acceptable,filler,couch,,,,,1,unimodal,5,4.035
20,ch_filler_10,,unacceptable,filler,couch,,,,,1,unimodal,1,5.045
21,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,5,1.976
21,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,3,7.656
21,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,2,3.561
21,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,3,10.722
21,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,5,2.138
21,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,2,4.605
21,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,4,2.591
21,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,3,3.43
21,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,5,2.958
21,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,3,6.865
21,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,1,3.556
21,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,5,5.794
21,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,3,6.867
21,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,5,2.578
21,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,3,5.639
21,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,1,10.441
21,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,2,2.089
21,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,1,2.907
21,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,5,2.833
21,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,3,2.461
21,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,5,1.7
21,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,1,2.02
21,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,4.05
21,tv_filler_8,,unacceptable,filler,tv,,,,,1,bimodal,5,1.754
21,tv_filler_9,,unacceptable,filler,tv,,,,,1,bimodal,1,3.014
21,tv_filler_10,,acceptable,filler,tv,,,,,1,bimodal,5,2.446
21,ch_filler_1,,questionable,filler,couch,,,,,1,unimodal,3,3.348
21,ch_filler_2,,acceptable,filler,couch,,,,,1,unimodal,5,1.989
21,ch_filler_3,,acceptable,filler,couch,,,,,1,unimodal,5,2.261
21,ch_filler_4,,questionable,filler,couch,,,,,1,unimodal,2,2.438
21,ch_filler_5,,questionable,filler,couch,,,,,1,unimodal,1,2.095
21,ch_filler_6,,acceptable,filler,couch,,,,,1,unimodal,5,2.036
21,ch_filler_7,,unacceptable,filler,couch,,,,,1,unimodal,1,2.302
21,ch_filler_8,,unacceptable,filler,couch,,,,,1,unimodal,1,4.384
21,ch_filler_9,,acceptable,filler,couch,,,,,1,unimodal,4,4.517
21,ch_filler_10,,unacceptable,filler,couch,,,,,1,unimodal,5,2.642
22,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,4,2.603
22,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,5,5.004
22,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,4,6.767
22,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,5,10.04
22,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,4,23.103
22,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,4,12.54
22,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,4,5.962
22,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,5,3.234
22,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,5,6.301
22,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,5,5.25
22,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,2,4.091
22,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,2.602
22,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,3.621
22,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,4,3.02
22,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,4,4.925
22,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,4,3.396
22,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,3,8.133
22,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,2,5.573
22,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,6.327
22,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,2.396
22,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,2.838
22,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,4.123
22,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,17.152
22,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,5,2.542
22,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,12.15
22,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,4,13.697
22,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,5,7.545
22,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,5.681
22,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,3.3
22,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,2,5.673
22,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,3,5.111
22,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,3.815
22,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,2.201
22,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,3.027
22,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,4.205
22,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,5,5.542
23,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,4,16.805
23,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,4,8.096
23,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,4,18.539
23,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,4,12.447
23,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,2,16.037
23,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,3,14.968
23,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,2,10.2
23,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,4,10.779
23,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,3,18.294
23,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,4,11.975
23,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,3,14.937
23,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,6.531
23,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,4,4.987
23,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,3,27.0
23,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,4,4.898
23,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,3,19.565
23,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,2,8.156
23,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,2,11.625
23,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,4,4.982
23,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,5.971
23,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,5.566
23,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,3.87
23,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,4.131
23,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,2.644
23,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,5.651
23,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,3.107
23,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,4,6.233
23,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,4.42
23,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,5.667
23,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,4,8.822
23,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,2,12.282
23,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,4.669
23,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,3.551
23,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,5.08
23,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,8.874
23,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,5.176
24,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,3,11.22
24,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,1,1.74
24,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,2,28.003
24,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,2,30.845
24,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,1,1.855
24,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,2,1.748
24,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,4,13.576
24,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,4,3.259
24,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,2,1.504
24,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,2,4.714
24,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,4,7.331
24,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,4,3.805
24,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,2,6.394
24,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,2,14.884
24,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,2,1.405
24,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,4,6.838
24,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,4,15.149
24,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,1,68.407
24,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,4,2.491
24,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,2,4.145
24,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,5,2.288
24,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,1,4.103
24,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,21.11
24,tv_filler_8,,unacceptable,filler,tv,,,,,1,bimodal,1,1.929
24,tv_filler_9,,unacceptable,filler,tv,,,,,1,bimodal,4,2.087
24,tv_filler_10,,acceptable,filler,tv,,,,,1,bimodal,5,1.627
24,ch_filler_1,,questionable,filler,couch,,,,,1,unimodal,4,2.905
24,ch_filler_2,,acceptable,filler,couch,,,,,1,unimodal,5,2.604
24,ch_filler_3,,acceptable,filler,couch,,,,,1,unimodal,2,8.734
24,ch_filler_4,,questionable,filler,couch,,,,,1,unimodal,3,44.572
24,ch_filler_5,,questionable,filler,couch,,,,,1,unimodal,3,47.299
24,ch_filler_6,,acceptable,filler,couch,,,,,1,unimodal,5,27.976
24,ch_filler_7,,unacceptable,filler,couch,,,,,1,unimodal,1,1.576
24,ch_filler_8,,unacceptable,filler,couch,,,,,1,unimodal,1,61.553
24,ch_filler_9,,acceptable,filler,couch,,,,,1,unimodal,4,1.882
24,ch_filler_10,,unacceptable,filler,couch,,,,,1,unimodal,4,3.464
25,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,4,2.442
25,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,4,3.835
25,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,3,1.503
25,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,3,7.992
25,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,4,2.242
25,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,4,4.919
25,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,4,2.987
25,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,3,4.536
25,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,4,2.277
25,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,4,2.38
25,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,3,2.101
25,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,4,1.885
25,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,4,3.2
25,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,4,3.525
25,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,3,1.668
25,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,4,3.726
25,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,4,1.774
25,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,1,3.885
25,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,5,3.157
25,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,4,3.803
25,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,5,1.761
25,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,1,4.871
25,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,3.38
25,tv_filler_8,,unacceptable,filler,tv,,,,,1,bimodal,1,2.768
25,tv_filler_9,,unacceptable,filler,tv,,,,,1,bimodal,1,6.068
25,tv_filler_10,,acceptable,filler,tv,,,,,1,bimodal,5,2.524
25,ch_filler_1,,questionable,filler,couch,,,,,1,unimodal,4,2.397
25,ch_filler_2,,acceptable,filler,couch,,,,,1,unimodal,4,1.912
25,ch_filler_3,,acceptable,filler,couch,,,,,1,unimodal,5,1.749
25,ch_filler_4,,questionable,filler,couch,,,,,1,unimodal,1,5.669
25,ch_filler_5,,questionable,filler,couch,,,,,1,unimodal,2,3.671
25,ch_filler_6,,acceptable,filler,couch,,,,,1,unimodal,4,1.399
25,ch_filler_7,,unacceptable,filler,couch,,,,,1,unimodal,1,1.463
25,ch_filler_8,,unacceptable,filler,couch,,,,,1,unimodal,5,1.568
25,ch_filler_9,,acceptable,filler,couch,,,,,1,unimodal,4,3.601
25,ch_filler_10,,unacceptable,filler,couch,,,,,1,unimodal,4,1.901
26,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,4,0.593
26,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,5,1.891
26,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,3,2.071
26,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,1,1.105
26,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,2,2.218
26,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,3,9.936
26,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,3,1.723
26,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,3,7.644
26,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,2,4.799
26,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,2,2.248
26,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,4,0.796
26,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,3,1.586
26,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,2,0.912
26,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,2,7.348
26,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,2,4.219
26,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,2,1.195
26,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,4,0.893
26,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,4,0.67
26,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,3,1.856
26,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,3,1.446
26,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,3,0.519
26,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,4,1.031
26,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,4,0.863
26,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,5,1.447
26,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,5,2.484
26,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,1.219
26,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,2,0.712
26,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,2,0.489
26,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,2,0.949
26,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,3,1.259
26,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,3,0.742
26,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,3.138
26,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,2,0.618
26,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,3,3.753
26,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,2,1.745
26,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,3,1.111
27,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,5,2.92
27,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,5,1.3
27,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,5,1.471
27,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,5,1.134
27,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,5,2.302
27,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,5,3.251
27,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,5,1.005
27,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,5,1.088
27,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,5,4.436
27,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,5,1.423
27,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,5,3.16
27,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,2.8
27,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,2.381
27,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,5,2.417
27,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,5,2.48
27,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,5,1.057
27,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,5,1.739
27,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,2.422
27,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,1.56
27,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,2.299
27,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,3.333
27,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,2.247
27,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.972
27,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,37.763
27,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,2.294
27,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,1.225
27,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,5,8.017
27,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,1.241
27,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,3.144
27,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,2,6.479
27,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,2,7.071
27,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,1.882
27,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,1.6
27,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,1.869
27,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,2.753
27,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,1.995
28,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,4,4.088
28,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,3,12.544
28,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,5,3.251
28,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,5,3.496
28,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,4,5.452
28,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,5,5.524
28,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,4,7.708
28,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,4,5.919
28,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,3,8.924
28,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,4,5.428
28,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,5,4.101
28,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,2.431
28,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,6.01
28,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,3,3.714
28,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,5,7.775
28,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,3,4.263
28,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,5,3.196
28,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,6.523
28,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,4.065
28,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,2.133
28,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,1.86
